"","f1e","f2e","language","text","file_name_append","consonant","phoneme","correct"
"382","313.11","1828.23","english","fuff","492813_blockNr_1_taskNr_6_trialNr_16_english_recording","f","schwa","corrected"
"383","293.82","2029.60","German","puf","492814_blockNr_1_taskNr_4_trialNr_15_German_recording","p","u","corrected"
"384","321.28","1992.25","German","puf","492814_blockNr_1_taskNr_4_trialNr_1_German_recording","p","u","corrected"
"385","381.85","2241.43","english","feef","492814_blockNr_1_taskNr_6_trialNr_12_english_recording","f","i","corrected"
"386","336.41","1800.52","french","fif","492817_blockNr_1_taskNr_4_trialNr_11_french_recording","f","i","corrected"
"387","324.61","1371.88","German","puf","492818_blockNr_1_taskNr_3_trialNr_6_German_recording","p","u","corrected"
"388","288.40","2631.68","french","pif","492818_blockNr_1_taskNr_4_trialNr_12_french_recording","p","i","corrected"
"389","610.88","1316.52","German","paf","492821_blockNr_1_taskNr_4_trialNr_18_German_recording","p","schwa","corrected"
"390","678.88","1376.68","spanish","paf","492821_blockNr_1_taskNr_6_trialNr_12_spanish_recording","p","a","corrected"
"391","632.12","1290.89","spanish","faf","492821_blockNr_1_taskNr_6_trialNr_8_spanish_recording","f","a","corrected"
"392","553.72","894.09","english","foff","492821_blockNr_1_taskNr_7_trialNr_14_english_recording","f","o","corrected"
"393","336.20","1615.25","english","fuff","492821_blockNr_1_taskNr_7_trialNr_17_english_recording","f","schwa","corrected"
"394","342.01","1723.34","english","fuff","492821_blockNr_1_taskNr_7_trialNr_21_english_recording","f","schwa","corrected"
"395","507.44","1081.65","German","fof","492824_blockNr_1_taskNr_3_trialNr_5_German_recording","f","o","corrected"
"396","306.57","2516.42","German","pif","492824_blockNr_1_taskNr_3_trialNr_6_German_recording","p","i","corrected"
"397","396.81","2095.65","french","pif","492824_blockNr_1_taskNr_4_trialNr_7_french_recording","p","i","corrected"
"398","736.81","1304.62","spanish","faf","492824_blockNr_1_taskNr_6_trialNr_12_spanish_recording","f","a","corrected"
"399","761.41","1351.67","spanish","paf","492824_blockNr_1_taskNr_6_trialNr_13_spanish_recording","p","a","corrected"
"400","342.27","725.74","spanish","fuf","492824_blockNr_1_taskNr_6_trialNr_16_spanish_recording","f","u","corrected"
"401","574.33","1406.54","english","puff","492825_blockNr_1_taskNr_7_trialNr_23_english_recording","p","schwa","corrected"
"402","621.22","2375.36","french","pif","492828_blockNr_1_taskNr_3_trialNr_12_french_recording","p","i","corrected"
"403","456.22","1046.04","German","fof","492828_blockNr_1_taskNr_4_trialNr_6_German_recording","f","o","corrected"
"404","291.01","1793.26","German","fuf","492828_blockNr_1_taskNr_4_trialNr_8_German_recording","f","u","corrected"
"405","573.15","2397.37","spanish","pof","492828_blockNr_1_taskNr_6_trialNr_19_spanish_recording","p","o","corrected"
"406","299.47","2295.01","spanish","pif","492828_blockNr_1_taskNr_6_trialNr_20_spanish_recording","p","i","corrected"
"407","486.24","1602.39","french","fof","492835_blockNr_1_taskNr_3_trialNr_24_french_recording","f","o","corrected"
"408","312.40","2007.33","German","fuf","492835_blockNr_1_taskNr_4_trialNr_13_German_recording","f","u","corrected"
"409","341.03","2334.13","spanish","fif","492835_blockNr_1_taskNr_6_trialNr_10_spanish_recording","f","i","corrected"
"410","359.85","876.49","english","foof","492835_blockNr_1_taskNr_7_trialNr_3_english_recording","f","u","corrected"
"411","444.65","851.05","German","fof","492845_blockNr_1_taskNr_3_trialNr_11_German_recording","f","o","corrected"
"412","459.57","956.62","German","pof","492845_blockNr_1_taskNr_3_trialNr_21_German_recording","p","o","corrected"
"413","637.88","1171.20","spanish","faf","492845_blockNr_1_taskNr_6_trialNr_7_spanish_recording","f","a","corrected"
"414","447.51","1541.30","french","puf","492854_blockNr_1_taskNr_3_trialNr_14_french_recording","p","u","corrected"
"415","332.48","2244.97","english","peef","492854_blockNr_1_taskNr_6_trialNr_17_english_recording","p","i","corrected"
"416","330.62","2554.59","German","pif","492856_blockNr_1_taskNr_3_trialNr_20_German_recording","p","i","corrected"
"417","362.33","2176.07","french","fuf","492856_blockNr_1_taskNr_4_trialNr_6_french_recording","f","u","corrected"
"418","422.63","981.41","spanish","puf","492856_blockNr_1_taskNr_6_trialNr_19_spanish_recording","p","u","corrected"
"419","388.76","2363.08","english","peef","492856_blockNr_1_taskNr_7_trialNr_1_english_recording","p","i","corrected"
"420","310.83","2219.19","english","feef","492856_blockNr_1_taskNr_7_trialNr_5_english_recording","f","i","corrected"
"421","675.34","1420.80","french","fof","492864_blockNr_1_taskNr_3_trialNr_5_french_recording","f","o","corrected"
"422","372.43","1063.45","english","poof","492864_blockNr_1_taskNr_6_trialNr_3_english_recording","p","u","corrected"
"423","404.33","1037.65","english","foof","492864_blockNr_1_taskNr_6_trialNr_7_english_recording","f","u","corrected"
"424","809.14","1317.48","spanish","fof","492864_blockNr_1_taskNr_7_trialNr_3_spanish_recording","f","o","corrected"
"425","275.11","2321.38","french","pif","492872_blockNr_1_taskNr_3_trialNr_24_french_recording","p","i","corrected"
"426","570.00","1127.33","english","puff","492872_blockNr_1_taskNr_6_trialNr_13_english_recording","p","schwa","corrected"
"427","589.65","1151.89","spanish","puf","492872_blockNr_1_taskNr_7_trialNr_16_spanish_recording","p","u","corrected"
"428","488.11","1761.45","french","faf","492880_blockNr_1_taskNr_3_trialNr_23_french_recording","f","schwa","corrected"
"429","352.65","1812.94","english","foof","492882_blockNr_1_taskNr_6_trialNr_11_english_recording","f","u","corrected"
"430","478.85","1641.09","spanish","fuf","492882_blockNr_1_taskNr_7_trialNr_3_spanish_recording","f","u","corrected"
"431","610.61","1701.41","french","faf","492909_blockNr_1_taskNr_4_trialNr_2_french_recording","f","schwa","corrected"
"432","471.22","1672.44","spanish","pif","493072_blockNr_1_taskNr_7_trialNr_10_spanish_recording","p","i","corrected"
"433","380.79","2651.38","french","pif","493097_blockNr_1_taskNr_4_trialNr_16_french_recording","p","i","corrected"
"434","807.13","1585.85","spanish","paf","493097_blockNr_1_taskNr_6_trialNr_21_spanish_recording","p","a","corrected"
"435","618.46","2507.05","spanish","pif","493097_blockNr_1_taskNr_6_trialNr_22_spanish_recording","p","i","corrected"
"436","641.99","994.94","spanish","fof","493097_blockNr_1_taskNr_6_trialNr_8_spanish_recording","f","o","corrected"
"437","767.63","1472.89","english","puff","493097_blockNr_1_taskNr_7_trialNr_5_english_recording","p","schwa","corrected"
"438","749.18","1479.23","english","fuff","493097_blockNr_1_taskNr_7_trialNr_7_english_recording","f","schwa","corrected"
"439","811.72","1282.76","German","paf","493151_blockNr_1_taskNr_3_trialNr_17_German_recording","p","schwa","corrected"
"440","327.74","2654.25","english","feef","493151_blockNr_1_taskNr_6_trialNr_8_english_recording","f","i","corrected"
"441","449.00","2415.45","french","fif","493215_blockNr_1_taskNr_3_trialNr_7_french_recording","f","i","corrected"
"442","403.07","2187.38","German","pif","493215_blockNr_1_taskNr_4_trialNr_12_German_recording","p","i","corrected"
"443","498.73","854.39","German","pof","493215_blockNr_1_taskNr_4_trialNr_7_German_recording","p","o","corrected"
"444","332.90","1747.31","french","fuf","493232_blockNr_1_taskNr_3_trialNr_24_french_recording","f","u","corrected"
"445","348.84","2305.47","english","feef","493232_blockNr_1_taskNr_7_trialNr_7_english_recording","f","i","corrected"
"446","411.13","1822.43","German","fif","493272_blockNr_1_taskNr_4_trialNr_1_German_recording","f","i","corrected"
"447","398.60","1581.20","German","pif","493272_blockNr_1_taskNr_4_trialNr_24_German_recording","p","i","corrected"
"448","452.61","2034.05","German","fuf","493272_blockNr_1_taskNr_4_trialNr_5_German_recording","f","u","corrected"
"449","714.33","1434.02","German","faf","493272_blockNr_1_taskNr_4_trialNr_8_German_recording","f","schwa","corrected"
"450","461.49","2271.69","spanish","fif","493272_blockNr_1_taskNr_6_trialNr_3_spanish_recording","f","i","corrected"
"451","677.83","2113.46","spanish","puf","493275_blockNr_1_taskNr_6_trialNr_17_spanish_recording","p","u","corrected"
"452","2204.31","2969.35","english","feef","493275_blockNr_1_taskNr_7_trialNr_1_english_recording","f","i","corrected"
"453","321.85","1869.85","french","pif","493278_blockNr_1_taskNr_4_trialNr_10_french_recording","p","i","corrected"
"454","432.08","955.86","spanish","puf","493297_blockNr_1_taskNr_6_trialNr_20_spanish_recording","p","u","corrected"
"455","424.82","926.34","english","foof","493297_blockNr_1_taskNr_7_trialNr_18_english_recording","f","u","corrected"
"456","679.28","1198.66","spanish","faf","493310_blockNr_1_taskNr_7_trialNr_2_spanish_recording","f","a","corrected"
"457","476.92","1139.28","french","pof","493414_blockNr_1_taskNr_4_trialNr_18_french_recording","p","o","corrected"
"458","378.06","904.43","english","foof","493414_blockNr_1_taskNr_7_trialNr_10_english_recording","f","u","corrected"
"459","500.25","1747.63","German","puf","493445_blockNr_1_taskNr_4_trialNr_13_German_recording","p","u","corrected"
"460","475.09","2292.31","German","pif","493445_blockNr_1_taskNr_4_trialNr_15_German_recording","p","i","corrected"
"461","484.38","2411.67","spanish","fif","493445_blockNr_1_taskNr_7_trialNr_10_spanish_recording","f","i","corrected"
"462","757.60","1010.30","spanish","fof","493445_blockNr_1_taskNr_7_trialNr_18_spanish_recording","f","o","corrected"
"463","686.91","1270.12","German","faf","493447_blockNr_1_taskNr_3_trialNr_12_German_recording","f","schwa","corrected"
"464","345.48","2571.30","German","fif","493447_blockNr_1_taskNr_3_trialNr_5_German_recording","f","i","corrected"
"465","409.99","862.32","english","fuff","493453_blockNr_1_taskNr_6_trialNr_6_english_recording","f","schwa","corrected"
"466","904.27","1183.67","spanish","paf","493453_blockNr_1_taskNr_7_trialNr_7_spanish_recording","p","a","corrected"
"467","382.37","2710.76","German","fif","493454_blockNr_1_taskNr_4_trialNr_13_German_recording","f","i","corrected"
"468","647.92","1180.66","english","foff","493454_blockNr_1_taskNr_6_trialNr_11_english_recording","f","o","corrected"
"469","482.17","1006.47","english","fuff","493454_blockNr_1_taskNr_6_trialNr_9_english_recording","f","schwa","corrected"
"470","373.46","2308.99","German","fif","493488_blockNr_1_taskNr_3_trialNr_6_German_recording","f","i","corrected"
"471","352.54","1189.97","German","fuf","493499_blockNr_1_taskNr_4_trialNr_3_German_recording","f","u","corrected"
"472","784.98","1231.73","German","paf","493522_blockNr_1_taskNr_4_trialNr_12_German_recording","p","schwa","corrected"
"473","309.66","2613.61","english","feef","493522_blockNr_1_taskNr_6_trialNr_18_english_recording","f","i","corrected"
"474","480.09","787.55","German","pof","493817_blockNr_1_taskNr_3_trialNr_5_German_recording","p","o","corrected"
"475","392.80","755.56","english","puff","493817_blockNr_1_taskNr_7_trialNr_8_english_recording","p","schwa","corrected"
"476","325.56","2271.90","english","peef","493817_blockNr_1_taskNr_7_trialNr_9_english_recording","p","i","corrected"
"477","798.78","1396.00","German","faf","493828_blockNr_1_taskNr_4_trialNr_7_German_recording","f","schwa","corrected"
"478","401.13","2474.03","english","feef","493828_blockNr_1_taskNr_6_trialNr_23_english_recording","f","i","corrected"
"479","407.26","2606.19","english","feef","493860_blockNr_1_taskNr_6_trialNr_12_english_recording","f","i","corrected"
"480","412.33","1169.85","German","fuf","494162_blockNr_1_taskNr_3_trialNr_11_German_recording","f","u","corrected"
"481","403.57","775.66","spanish","puf","494162_blockNr_1_taskNr_6_trialNr_20_spanish_recording","p","u","corrected"
"482","654.70","958.40","english","foff","494162_blockNr_1_taskNr_7_trialNr_13_english_recording","f","o","corrected"
"483","502.25","2434.77","french","fif","494205_blockNr_1_taskNr_3_trialNr_8_french_recording","f","i","corrected"
"484","439.08","1289.30","english","puff","494216_blockNr_1_taskNr_6_trialNr_14_english_recording","p","schwa","corrected"
"485","263.01","2500.18","english","feef","494216_blockNr_1_taskNr_6_trialNr_16_english_recording","f","i","corrected"
"486","283.07","2501.88","french","pif","499438_blockNr_1_taskNr_3_trialNr_24_french_recording","p","i","corrected"
"487","550.66","1246.11","french","paf","499438_blockNr_1_taskNr_3_trialNr_3_french_recording","p","schwa","corrected"
"488","508.67","2233.77","German","pif","499438_blockNr_1_taskNr_4_trialNr_23_German_recording","p","i","corrected"
"489","330.32","1974.78","German","pif","499438_blockNr_1_taskNr_4_trialNr_4_German_recording","p","i","corrected"
"490","385.05","888.51","German","pof","499438_blockNr_1_taskNr_4_trialNr_7_German_recording","p","o","corrected"
"491","374.84","835.21","english","foof","499438_blockNr_1_taskNr_6_trialNr_12_english_recording","f","u","corrected"
"492","684.53","999.62","english","foff","499438_blockNr_1_taskNr_6_trialNr_23_english_recording","f","o","corrected"
"493","688.50","2284.46","spanish","fuf","499438_blockNr_1_taskNr_7_trialNr_19_spanish_recording","f","u","corrected"
"494","381.06","1900.79","German","fuf","499441_blockNr_1_taskNr_4_trialNr_14_German_recording","f","u","corrected"
"495","394.55","2218.18","spanish","fif","499441_blockNr_1_taskNr_6_trialNr_14_spanish_recording","f","i","corrected"
"496","723.51","1329.83","english","puff","499441_blockNr_1_taskNr_7_trialNr_2_english_recording","p","schwa","corrected"
"497","388.67","831.26","German","fof","499444_blockNr_1_taskNr_3_trialNr_1_German_recording","f","o","corrected"
"498","344.39","1557.42","french","fuf","499444_blockNr_1_taskNr_4_trialNr_17_french_recording","f","u","corrected"
"499","803.68","1303.29","German","faf","499451_blockNr_1_taskNr_3_trialNr_9_German_recording","f","schwa","corrected"
"500","342.76","1564.33","German","fuf","499454_blockNr_1_taskNr_4_trialNr_22_German_recording","f","u","corrected"
"501","308.68","2145.08","english","peef","499454_blockNr_1_taskNr_6_trialNr_7_english_recording","p","i","corrected"
"502","398.97","931.27","spanish","puf","499454_blockNr_1_taskNr_7_trialNr_19_spanish_recording","p","u","corrected"
"503","547.86","1030.20","english","fuff","499456_blockNr_1_taskNr_7_trialNr_14_english_recording","f","schwa","corrected"
"504","627.31","1217.87","German","faf","499458_blockNr_1_taskNr_4_trialNr_1_German_recording","f","schwa","corrected"
"505","642.91","1247.82","German","faf","499458_blockNr_1_taskNr_4_trialNr_3_German_recording","f","schwa","corrected"
"506","589.22","872.09","english","puff","499458_blockNr_1_taskNr_6_trialNr_16_english_recording","p","schwa","corrected"
"507","541.66","938.79","spanish","fof","499458_blockNr_1_taskNr_7_trialNr_14_spanish_recording","f","o","corrected"
"508","338.89","2101.87","German","fif","499461_blockNr_1_taskNr_4_trialNr_10_German_recording","f","i","corrected"
"509","283.00","2058.44","German","pif","499461_blockNr_1_taskNr_4_trialNr_6_German_recording","p","i","corrected"
"510","335.04","1601.24","spanish","fuf","499461_blockNr_1_taskNr_6_trialNr_4_spanish_recording","f","u","corrected"
"511","421.91","1057.49","spanish","faf","499461_blockNr_1_taskNr_6_trialNr_8_spanish_recording","f","a","corrected"
"512","364.78","1841.16","German","fuf","499467_blockNr_1_taskNr_3_trialNr_19_German_recording","f","u","corrected"
"513","424.11","1929.98","french","fuf","499467_blockNr_1_taskNr_4_trialNr_21_french_recording","f","u","corrected"
"514","391.37","2498.29","french","pif","499467_blockNr_1_taskNr_4_trialNr_4_french_recording","p","i","corrected"
"515","598.90","1436.39","spanish","pif","499468_blockNr_1_taskNr_6_trialNr_17_spanish_recording","p","i","corrected"
"516","715.12","1362.36","spanish","paf","499468_blockNr_1_taskNr_6_trialNr_2_spanish_recording","p","a","corrected"
"517","685.18","1222.95","spanish","faf","499468_blockNr_1_taskNr_6_trialNr_3_spanish_recording","f","a","corrected"
"518","336.34","1942.44","english","peef","499468_blockNr_1_taskNr_7_trialNr_16_english_recording","p","i","corrected"
"519","598.42","1723.07","french","pof","499470_blockNr_1_taskNr_4_trialNr_2_french_recording","p","o","corrected"
"520","393.70","2654.07","spanish","fif","499470_blockNr_1_taskNr_6_trialNr_1_spanish_recording","f","i","corrected"
"521","459.43","892.54","english","fuff","499470_blockNr_1_taskNr_7_trialNr_12_english_recording","f","schwa","corrected"
"522","736.54","2186.97","spanish","pof","499473_blockNr_1_taskNr_7_trialNr_10_spanish_recording","p","o","corrected"
"523","640.48","2189.35","German","pif","499474_blockNr_1_taskNr_3_trialNr_20_German_recording","p","i","corrected"
"524","478.66","2114.35","German","fif","499474_blockNr_1_taskNr_3_trialNr_22_German_recording","f","i","corrected"
"525","761.94","1755.40","french","faf","499474_blockNr_1_taskNr_4_trialNr_1_french_recording","f","schwa","corrected"
"526","705.66","1163.71","english","foff","499474_blockNr_1_taskNr_6_trialNr_9_english_recording","f","o","corrected"
"527","706.76","1508.73","spanish","puf","499474_blockNr_1_taskNr_7_trialNr_19_spanish_recording","p","u","corrected"
"528","403.57","1120.92","German","fof","499475_blockNr_1_taskNr_3_trialNr_11_German_recording","f","o","corrected"
"529","319.66","1888.66","German","fuf","499475_blockNr_1_taskNr_3_trialNr_5_German_recording","f","u","corrected"
"530","773.87","1312.04","english","foof","499475_blockNr_1_taskNr_6_trialNr_11_english_recording","f","u","corrected"
"531","501.53","1332.91","french","pof","499477_blockNr_1_taskNr_3_trialNr_9_french_recording","p","o","corrected"
"532","440.85","885.62","German","fof","499477_blockNr_1_taskNr_4_trialNr_2_German_recording","f","o","corrected"
"533","1020.70","2022.98","french","fuf","499480_blockNr_1_taskNr_3_trialNr_7_french_recording","f","u","corrected"
"534","354.64","978.92","German","pof","499480_blockNr_1_taskNr_4_trialNr_24_German_recording","p","o","corrected"
"535","438.91","2058.46","english","feef","499480_blockNr_1_taskNr_6_trialNr_3_english_recording","f","i","corrected"
"536","375.94","747.87","spanish","fuf","499480_blockNr_1_taskNr_7_trialNr_15_spanish_recording","f","u","corrected"
"537","773.27","1216.49","German","faf","499483_blockNr_1_taskNr_4_trialNr_18_German_recording","f","schwa","corrected"
"538","661.31","1111.26","German","faf","499483_blockNr_1_taskNr_4_trialNr_2_German_recording","f","schwa","corrected"
"539","292.14","2164.07","spanish","pif","499483_blockNr_1_taskNr_7_trialNr_15_spanish_recording","p","i","corrected"
"540","864.84","1612.09","German","faf","499488_blockNr_1_taskNr_3_trialNr_15_German_recording","f","schwa","corrected"
"541","999.01","2026.49","french","fuf","499488_blockNr_1_taskNr_4_trialNr_3_french_recording","f","u","corrected"
"542","327.36","1324.62","spanish","pof","499488_blockNr_1_taskNr_6_trialNr_4_spanish_recording","p","o","corrected"
"543","421.09","2642.87","english","feef","499488_blockNr_1_taskNr_7_trialNr_13_english_recording","f","i","corrected"
"544","588.09","1577.41","english","fuff","499488_blockNr_1_taskNr_7_trialNr_17_english_recording","f","schwa","corrected"
"545","472.16","1493.14","english","foff","499488_blockNr_1_taskNr_7_trialNr_2_english_recording","f","o","corrected"
"546","408.02","2412.42","french","fif","499489_blockNr_1_taskNr_4_trialNr_2_french_recording","f","i","corrected"
"547","914.12","1292.73","english","puff","499497_blockNr_1_taskNr_6_trialNr_10_english_recording","p","schwa","corrected"
"548","660.56","1145.82","spanish","pof","499497_blockNr_1_taskNr_7_trialNr_10_spanish_recording","p","o","corrected"
"549","626.35","1248.81","french","fof","499504_blockNr_1_taskNr_4_trialNr_18_french_recording","f","o","corrected"
"550","793.04","1325.37","spanish","paf","499504_blockNr_1_taskNr_6_trialNr_6_spanish_recording","p","a","corrected"
"551","635.54","1627.01","french","faf","499507_blockNr_1_taskNr_3_trialNr_10_french_recording","f","schwa","corrected"
"552","802.69","1208.59","German","faf","499507_blockNr_1_taskNr_4_trialNr_21_German_recording","f","schwa","corrected"
"553","361.46","2303.13","english","peef","499507_blockNr_1_taskNr_7_trialNr_16_english_recording","p","i","corrected"
"554","507.90","1278.37","english","poof","499507_blockNr_1_taskNr_7_trialNr_7_english_recording","p","u","corrected"
"555","460.01","858.15","German","faf","499511_blockNr_1_taskNr_3_trialNr_2_German_recording","f","schwa","corrected"
"556","311.08","2368.68","french","fif","499511_blockNr_1_taskNr_4_trialNr_3_french_recording","f","i","corrected"
"557","628.47","1234.43","english","foff","499511_blockNr_1_taskNr_6_trialNr_6_english_recording","f","o","corrected"
"558","318.75","2447.51","spanish","pif","499511_blockNr_1_taskNr_7_trialNr_23_spanish_recording","p","i","corrected"
"559","744.59","1342.82","spanish","faf","499511_blockNr_1_taskNr_7_trialNr_7_spanish_recording","f","a","corrected"
"560","353.75","2352.53","spanish","pif","499511_blockNr_1_taskNr_7_trialNr_8_spanish_recording","p","i","corrected"
"561","856.45","1484.29","German","paf","499512_blockNr_1_taskNr_4_trialNr_2_German_recording","p","schwa","corrected"
"562","716.47","988.27","english","fuff","499512_blockNr_1_taskNr_7_trialNr_2_english_recording","f","schwa","corrected"
"563","394.56","969.24","German","pof","499514_blockNr_1_taskNr_4_trialNr_16_German_recording","p","o","corrected"
"564","744.80","1550.74","German","paf","499514_blockNr_1_taskNr_4_trialNr_18_German_recording","p","schwa","corrected"
"565","498.20","1224.18","french","faf","499515_blockNr_1_taskNr_4_trialNr_5_french_recording","f","schwa","corrected"
"566","460.99","1103.36","french","fof","499515_blockNr_1_taskNr_4_trialNr_6_french_recording","f","o","corrected"
"567","321.15","2240.27","spanish","pif","499515_blockNr_1_taskNr_6_trialNr_7_spanish_recording","p","i","corrected"
"568","388.41","996.13","english","foff","499515_blockNr_1_taskNr_7_trialNr_2_english_recording","f","o","corrected"
"569","417.40","1045.14","english","puff","499515_blockNr_1_taskNr_7_trialNr_3_english_recording","p","schwa","corrected"
"570","657.94","1700.00","German","fuf","499516_blockNr_1_taskNr_3_trialNr_1_German_recording","f","u","corrected"
