"","f1e","f2e","language","text","file_name_append","consonant","phoneme","correct"
"571","331.62","2512.42","english","feef","499516_blockNr_1_taskNr_6_trialNr_21_english_recording","f","i","corrected"
"572","744.11","1345.26","english","foff","499516_blockNr_1_taskNr_6_trialNr_3_english_recording","f","o","corrected"
"573","331.25","1075.86","english","poof","499516_blockNr_1_taskNr_6_trialNr_7_english_recording","p","u","corrected"
"574","788.57","1564.08","english","fuff","499516_blockNr_1_taskNr_6_trialNr_9_english_recording","f","schwa","corrected"
"575","713.36","1336.58","spanish","pof","499516_blockNr_1_taskNr_7_trialNr_22_spanish_recording","p","o","corrected"
"576","329.96","2921.81","German","pif","499525_blockNr_1_taskNr_4_trialNr_6_German_recording","p","i","corrected"
"577","366.22","850.31","spanish","fuf","499525_blockNr_1_taskNr_7_trialNr_2_spanish_recording","f","u","corrected"
"578","428.41","2070.03","German","fuf","499527_blockNr_1_taskNr_4_trialNr_16_German_recording","f","u","corrected"
"579","585.37","1217.63","spanish","fof","499527_blockNr_1_taskNr_6_trialNr_5_spanish_recording","f","o","corrected"
"580","306.95","1202.76","German","puf","499532_blockNr_1_taskNr_4_trialNr_12_German_recording","p","u","corrected"
"581","952.51","1488.48","German","faf","499532_blockNr_1_taskNr_4_trialNr_4_German_recording","f","schwa","corrected"
"582","502.36","873.86","German","fof","499532_blockNr_1_taskNr_4_trialNr_9_German_recording","f","o","corrected"
"583","773.79","1424.22","spanish","paf","499532_blockNr_1_taskNr_7_trialNr_3_spanish_recording","p","a","corrected"
"584","375.35","1964.97","french","pif","499536_blockNr_1_taskNr_4_trialNr_18_french_recording","p","i","corrected"
"585","377.33","921.45","spanish","fuf","499536_blockNr_1_taskNr_7_trialNr_3_spanish_recording","f","u","corrected"
"586","390.10","970.66","french","fof","499542_blockNr_1_taskNr_4_trialNr_9_french_recording","f","o","corrected"
"587","787.01","1464.24","spanish","paf","499542_blockNr_1_taskNr_6_trialNr_16_spanish_recording","p","a","corrected"
"588","450.25","973.61","spanish","puf","499542_blockNr_1_taskNr_6_trialNr_20_spanish_recording","p","u","corrected"
"589","460.86","1693.32","french","faf","499553_blockNr_1_taskNr_3_trialNr_15_french_recording","f","schwa","corrected"
"590","557.49","1099.93","french","pof","499553_blockNr_1_taskNr_3_trialNr_5_french_recording","p","o","corrected"
"591","461.92","1047.98","German","pof","499553_blockNr_1_taskNr_4_trialNr_11_German_recording","p","o","corrected"
"592","317.19","2126.47","German","pif","499553_blockNr_1_taskNr_4_trialNr_21_German_recording","p","i","corrected"
"593","628.85","1074.37","english","foff","499557_blockNr_1_taskNr_6_trialNr_17_english_recording","f","o","corrected"
"594","584.05","1297.22","french","pof","499561_blockNr_1_taskNr_4_trialNr_2_french_recording","p","o","corrected"
"595","348.89","831.87","German","fof","499567_blockNr_1_taskNr_3_trialNr_3_German_recording","f","o","corrected"
"596","767.75","1023.71","french","faf","499567_blockNr_1_taskNr_4_trialNr_20_french_recording","f","schwa","corrected"
"597","550.31","1021.45","spanish","fuf","499567_blockNr_1_taskNr_6_trialNr_7_spanish_recording","f","u","corrected"
"598","487.75","2778.39","french","pif","499570_blockNr_1_taskNr_3_trialNr_24_french_recording","p","i","corrected"
"599","490.52","2048.56","french","pif","499570_blockNr_1_taskNr_3_trialNr_2_french_recording","p","i","corrected"
"600","464.54","2891.63","french","fif","499570_blockNr_1_taskNr_3_trialNr_6_french_recording","f","i","corrected"
"601","372.49","2503.13","German","pif","499574_blockNr_1_taskNr_3_trialNr_17_German_recording","p","i","corrected"
"602","707.43","1661.11","french","faf","499574_blockNr_1_taskNr_4_trialNr_20_french_recording","f","schwa","corrected"
"603","457.91","2451.32","spanish","fif","499574_blockNr_1_taskNr_7_trialNr_21_spanish_recording","f","i","corrected"
"604","411.61","1995.25","french","fif","499595_blockNr_1_taskNr_3_trialNr_11_french_recording","f","i","corrected"
"605","310.69","1805.62","German","fuf","499595_blockNr_1_taskNr_4_trialNr_7_German_recording","f","u","corrected"
"606","328.95","1714.16","english","foof","499595_blockNr_1_taskNr_7_trialNr_10_english_recording","f","u","corrected"
"607","392.15","1646.19","english","puff","499595_blockNr_1_taskNr_7_trialNr_9_english_recording","p","schwa","corrected"
"608","319.88","2738.42","french","pif","500068_blockNr_1_taskNr_3_trialNr_22_french_recording","p","i","corrected"
"609","817.65","1510.56","German","paf","500068_blockNr_1_taskNr_4_trialNr_9_German_recording","p","schwa","corrected"
"610","890.41","1696.98","spanish","paf","500068_blockNr_1_taskNr_6_trialNr_15_spanish_recording","p","a","corrected"
"611","851.64","1844.05","spanish","faf","500068_blockNr_1_taskNr_6_trialNr_7_spanish_recording","f","a","corrected"
"612","288.34","2566.11","German","fif","500081_blockNr_1_taskNr_3_trialNr_6_German_recording","f","i","corrected"
"613","950.90","1509.36","spanish","paf","500081_blockNr_1_taskNr_6_trialNr_9_spanish_recording","p","a","corrected"
"614","367.34","1957.77","German","puf","500100_blockNr_1_taskNr_3_trialNr_18_German_recording","p","u","corrected"
"615","894.47","1223.15","english","poff","500100_blockNr_1_taskNr_7_trialNr_23_english_recording","p","o","corrected"
"616","633.05","1181.86","french","pof","500111_blockNr_1_taskNr_3_trialNr_22_french_recording","p","o","corrected"
"617","620.76","1128.43","french","pof","500111_blockNr_1_taskNr_3_trialNr_3_french_recording","p","o","corrected"
"618","850.82","1229.30","German","faf","500111_blockNr_1_taskNr_4_trialNr_16_German_recording","f","schwa","corrected"
"619","317.35","2379.54","German","fif","500111_blockNr_1_taskNr_4_trialNr_2_German_recording","f","i","corrected"
"620","715.25","960.25","english","puff","500111_blockNr_1_taskNr_7_trialNr_11_english_recording","p","schwa","corrected"
"621","402.66","832.31","english","poof","500111_blockNr_1_taskNr_7_trialNr_7_english_recording","p","u","corrected"
"622","364.73","2988.84","German","fif","500120_blockNr_1_taskNr_3_trialNr_12_German_recording","f","i","corrected"
"623","381.39","2830.02","German","pif","500120_blockNr_1_taskNr_3_trialNr_18_German_recording","p","i","corrected"
"624","371.85","2131.00","German","puf","500120_blockNr_1_taskNr_3_trialNr_3_German_recording","p","u","corrected"
"625","348.81","3108.71","english","peef","500120_blockNr_1_taskNr_6_trialNr_7_english_recording","p","i","corrected"
"626","416.03","1524.44","english","foof","500120_blockNr_1_taskNr_6_trialNr_9_english_recording","f","u","corrected"
"627","471.73","849.00","spanish","pof","500120_blockNr_1_taskNr_7_trialNr_3_spanish_recording","p","o","corrected"
"628","318.49","1839.64","German","puf","500137_blockNr_1_taskNr_4_trialNr_11_German_recording","p","u","corrected"
"629","720.33","2636.84","German","fif","500137_blockNr_1_taskNr_4_trialNr_21_German_recording","f","i","corrected"
"630","377.83","866.74","spanish","puf","500137_blockNr_1_taskNr_6_trialNr_17_spanish_recording","p","u","corrected"
"631","446.12","1533.82","french","puf","500141_blockNr_1_taskNr_3_trialNr_21_french_recording","p","u","corrected"
"632","460.09","1347.32","english","poof","500141_blockNr_1_taskNr_6_trialNr_14_english_recording","p","u","corrected"
"633","686.33","1296.96","english","fuff","500141_blockNr_1_taskNr_6_trialNr_15_english_recording","f","schwa","corrected"
"634","425.82","2664.45","english","feef","500141_blockNr_1_taskNr_6_trialNr_4_english_recording","f","i","corrected"
"635","906.05","1728.31","spanish","faf","500151_blockNr_1_taskNr_7_trialNr_3_spanish_recording","f","a","corrected"
"636","297.13","2508.58","french","fif","500157_blockNr_1_taskNr_3_trialNr_23_french_recording","f","i","corrected"
"637","537.94","1586.37","spanish","faf","500179_blockNr_1_taskNr_6_trialNr_22_spanish_recording","f","a","corrected"
"638","378.91","1312.13","english","puff","500179_blockNr_1_taskNr_7_trialNr_17_english_recording","p","schwa","corrected"
"639","482.90","1251.03","spanish","fof","500181_blockNr_1_taskNr_6_trialNr_16_spanish_recording","f","o","corrected"
"640","390.08","2763.47","spanish","pif","500181_blockNr_1_taskNr_6_trialNr_21_spanish_recording","p","i","corrected"
"641","407.65","2718.66","spanish","fif","500181_blockNr_1_taskNr_6_trialNr_22_spanish_recording","f","i","corrected"
"642","401.82","2042.86","french","fuf","500187_blockNr_1_taskNr_4_trialNr_2_french_recording","f","u","corrected"
"643","567.41","971.91","spanish","fuf","500187_blockNr_1_taskNr_6_trialNr_10_spanish_recording","f","u","corrected"
"644","701.97","1417.38","German","faf","500188_blockNr_1_taskNr_3_trialNr_17_German_recording","f","schwa","corrected"
"645","678.30","1016.61","German","faf","500188_blockNr_1_taskNr_3_trialNr_22_German_recording","f","schwa","corrected"
"646","493.07","2277.01","french","fuf","500188_blockNr_1_taskNr_4_trialNr_19_french_recording","f","u","corrected"
"647","624.08","1186.91","french","fof","500188_blockNr_1_taskNr_4_trialNr_9_french_recording","f","o","corrected"
"648","704.89","1025.18","english","foff","500188_blockNr_1_taskNr_6_trialNr_9_english_recording","f","o","corrected"
"649","819.73","1411.33","spanish","puf","500188_blockNr_1_taskNr_7_trialNr_17_spanish_recording","p","u","corrected"
"650","419.93","1760.91","french","puf","500205_blockNr_1_taskNr_3_trialNr_14_french_recording","p","u","corrected"
"651","755.87","1130.46","spanish","fof","500205_blockNr_1_taskNr_6_trialNr_11_spanish_recording","f","o","corrected"
"652","615.02","1763.61","french","paf","500213_blockNr_1_taskNr_3_trialNr_14_french_recording","p","schwa","corrected"
"653","683.89","1300.60","German","faf","500213_blockNr_1_taskNr_4_trialNr_13_German_recording","f","schwa","corrected"
"654","713.34","1394.95","english","fuff","500213_blockNr_1_taskNr_6_trialNr_7_english_recording","f","schwa","corrected"
"655","363.16","2553.96","German","pif","500216_blockNr_1_taskNr_4_trialNr_22_German_recording","p","i","corrected"
"656","428.28","1043.23","German","fuf","500216_blockNr_1_taskNr_4_trialNr_6_German_recording","f","u","corrected"
"657","405.05","2517.91","spanish","fif","500216_blockNr_1_taskNr_6_trialNr_16_spanish_recording","f","i","corrected"
"658","454.31","1112.01","english","poof","500216_blockNr_1_taskNr_7_trialNr_4_english_recording","p","u","corrected"
"659","507.86","1282.59","french","fof","500221_blockNr_1_taskNr_3_trialNr_4_french_recording","f","o","corrected"
"660","698.21","1306.95","German","faf","500221_blockNr_1_taskNr_4_trialNr_14_German_recording","f","schwa","corrected"
"661","756.72","1614.06","spanish","faf","500221_blockNr_1_taskNr_7_trialNr_13_spanish_recording","f","a","corrected"
"662","341.39","2534.00","spanish","pif","500221_blockNr_1_taskNr_7_trialNr_6_spanish_recording","p","i","corrected"
"663","437.93","2053.65","french","puf","500223_blockNr_1_taskNr_3_trialNr_2_french_recording","p","u","corrected"
"664","399.23","773.50","German","fof","500223_blockNr_1_taskNr_4_trialNr_23_German_recording","f","o","corrected"
"665","761.41","1265.78","english","fuff","500223_blockNr_1_taskNr_6_trialNr_6_english_recording","f","schwa","corrected"
"666","377.78","2901.59","German","pif","500225_blockNr_1_taskNr_3_trialNr_1_German_recording","p","i","corrected"
"667","410.68","1087.11","spanish","fuf","500225_blockNr_1_taskNr_6_trialNr_14_spanish_recording","f","u","corrected"
"668","389.77","2829.53","english","feef","500225_blockNr_1_taskNr_7_trialNr_23_english_recording","f","i","corrected"
"669","416.43","1409.21","english","poof","500231_blockNr_1_taskNr_6_trialNr_10_english_recording","p","u","corrected"
"670","877.12","1173.65","english","fuff","500233_blockNr_1_taskNr_6_trialNr_20_english_recording","f","schwa","corrected"
"671","1369.25","2515.10","english","feef","500233_blockNr_1_taskNr_6_trialNr_6_english_recording","f","i","corrected"
"672","804.84","2276.96","english","poff","500233_blockNr_1_taskNr_6_trialNr_7_english_recording","p","o","corrected"
"673","278.54","2239.94","french","pif","500244_blockNr_1_taskNr_3_trialNr_18_french_recording","p","i","corrected"
"674","363.32","1770.25","German","fuf","500244_blockNr_1_taskNr_4_trialNr_13_German_recording","f","u","corrected"
"675","304.66","1604.05","German","fuf","500244_blockNr_1_taskNr_4_trialNr_18_German_recording","f","u","corrected"
"676","578.11","1180.58","english","puff","500244_blockNr_1_taskNr_6_trialNr_2_english_recording","p","schwa","corrected"
"677","305.97","2155.41","spanish","fif","500244_blockNr_1_taskNr_7_trialNr_9_spanish_recording","f","i","corrected"
"678","409.56","1552.19","German","fuf","500247_blockNr_1_taskNr_3_trialNr_16_German_recording","f","u","corrected"
"679","611.55","1180.44","spanish","fof","500247_blockNr_1_taskNr_7_trialNr_1_spanish_recording","f","o","corrected"
"680","819.58","1454.53","spanish","fof","500247_blockNr_1_taskNr_7_trialNr_23_spanish_recording","f","o","corrected"
"681","370.46","2180.56","German","pif","500260_blockNr_1_taskNr_3_trialNr_10_German_recording","p","i","corrected"
"682","372.19","2058.68","french","fif","500260_blockNr_1_taskNr_4_trialNr_7_french_recording","f","i","corrected"
"683","403.21","982.95","German","pof","500263_blockNr_1_taskNr_3_trialNr_2_German_recording","p","o","corrected"
"684","818.77","1655.34","french","faf","500263_blockNr_1_taskNr_4_trialNr_13_french_recording","f","schwa","corrected"
"685","360.63","2615.84","french","pif","500263_blockNr_1_taskNr_4_trialNr_9_french_recording","p","i","corrected"
"686","997.02","1620.12","english","puff","500263_blockNr_1_taskNr_7_trialNr_12_english_recording","p","schwa","corrected"
"687","599.50","2507.91","German","pif","500265_blockNr_1_taskNr_3_trialNr_19_German_recording","p","i","corrected"
"688","329.39","2330.89","spanish","pif","500265_blockNr_1_taskNr_6_trialNr_19_spanish_recording","p","i","corrected"
"689","274.26","2135.82","spanish","pif","500265_blockNr_1_taskNr_6_trialNr_24_spanish_recording","p","i","corrected"
"690","378.10","2395.47","french","pif","500268_blockNr_1_taskNr_3_trialNr_5_french_recording","p","i","corrected"
"691","329.37","2635.80","German","fif","500268_blockNr_1_taskNr_4_trialNr_13_German_recording","f","i","corrected"
"692","398.32","2522.56","German","pif","500268_blockNr_1_taskNr_4_trialNr_17_German_recording","p","i","corrected"
"693","760.24","1438.00","German","faf","500268_blockNr_1_taskNr_4_trialNr_2_German_recording","f","schwa","corrected"
"694","418.17","1274.97","english","poof","500268_blockNr_1_taskNr_6_trialNr_10_english_recording","p","u","corrected"
"695","493.57","1813.89","french","pif","500271_blockNr_1_taskNr_3_trialNr_4_french_recording","p","i","corrected"
"696","268.30","968.17","German","fof","500271_blockNr_1_taskNr_4_trialNr_21_German_recording","f","o","corrected"
"697","670.66","1214.01","spanish","fuf","500271_blockNr_1_taskNr_6_trialNr_24_spanish_recording","f","u","corrected"
"698","771.85","1686.60","spanish","paf","500271_blockNr_1_taskNr_6_trialNr_3_spanish_recording","p","a","corrected"
"699","256.14","1349.22","english","foof","500271_blockNr_1_taskNr_7_trialNr_6_english_recording","f","u","corrected"
"700","552.29","1125.13","english","fuff","500283_blockNr_1_taskNr_6_trialNr_18_english_recording","f","schwa","corrected"
"701","770.91","1148.71","spanish","fof","500283_blockNr_1_taskNr_7_trialNr_24_spanish_recording","f","o","corrected"
"702","417.08","2699.14","french","pif","500287_blockNr_1_taskNr_3_trialNr_10_french_recording","p","i","corrected"
"703","588.76","1279.61","english","poof","500287_blockNr_1_taskNr_6_trialNr_17_english_recording","p","u","corrected"
"704","872.85","1327.74","spanish","pof","500287_blockNr_1_taskNr_7_trialNr_11_spanish_recording","p","o","corrected"
"705","427.91","2294.10","french","pif","500296_blockNr_1_taskNr_3_trialNr_6_french_recording","p","i","corrected"
"706","486.65","1597.00","french","pof","500296_blockNr_1_taskNr_3_trialNr_8_french_recording","p","o","corrected"
"707","355.09","2779.15","German","fif","500296_blockNr_1_taskNr_4_trialNr_24_German_recording","f","i","corrected"
"708","521.97","2732.44","french","fif","500298_blockNr_1_taskNr_4_trialNr_13_french_recording","f","i","corrected"
"709","449.19","1390.92","french","fof","500301_blockNr_1_taskNr_3_trialNr_3_french_recording","f","o","corrected"
"710","376.75","858.14","German","pof","500301_blockNr_1_taskNr_4_trialNr_23_German_recording","p","o","corrected"
"711","570.88","1104.57","spanish","pof","500301_blockNr_1_taskNr_6_trialNr_18_spanish_recording","p","o","corrected"
"712","340.32","2194.59","english","peef","500301_blockNr_1_taskNr_7_trialNr_11_english_recording","p","i","corrected"
"713","768.35","1129.64","english","foff","500301_blockNr_1_taskNr_7_trialNr_18_english_recording","f","o","corrected"
"714","497.95","1527.64","english","foof","500310_blockNr_1_taskNr_6_trialNr_15_english_recording","f","u","corrected"
"715","833.21","1555.57","english","fuff","500310_blockNr_1_taskNr_6_trialNr_20_english_recording","f","schwa","corrected"
"716","315.68","1512.15","German","puf","500315_blockNr_1_taskNr_4_trialNr_11_German_recording","p","u","corrected"
"717","348.74","1697.42","German","fuf","500315_blockNr_1_taskNr_4_trialNr_22_German_recording","f","u","corrected"
"718","379.13","1115.86","German","fof","500315_blockNr_1_taskNr_4_trialNr_6_German_recording","f","o","corrected"
"719","479.51","1860.23","spanish","fif","500315_blockNr_1_taskNr_6_trialNr_12_spanish_recording","f","i","corrected"
"720","601.92","1419.15","english","foof","500315_blockNr_1_taskNr_7_trialNr_7_english_recording","f","u","corrected"
"721","406.55","1852.31","french","fif","500320_blockNr_1_taskNr_3_trialNr_13_french_recording","f","i","corrected"
"722","378.36","2757.27","english","feef","500320_blockNr_1_taskNr_7_trialNr_19_english_recording","f","i","corrected"
"723","343.74","2574.18","english","peef","500320_blockNr_1_taskNr_7_trialNr_4_english_recording","p","i","corrected"
"724","450.21","769.50","German","pof","500328_blockNr_1_taskNr_3_trialNr_12_German_recording","p","o","corrected"
"725","476.44","1774.76","french","fuf","500328_blockNr_1_taskNr_4_trialNr_20_french_recording","f","u","corrected"
"726","379.21","1366.92","spanish","puf","500328_blockNr_1_taskNr_6_trialNr_20_spanish_recording","p","u","corrected"
"727","405.22","2921.19","spanish","fif","500328_blockNr_1_taskNr_6_trialNr_4_spanish_recording","f","i","corrected"
"728","647.60","1176.93","french","fof","500331_blockNr_1_taskNr_4_trialNr_8_french_recording","f","o","corrected"
"729","410.34","2530.07","english","feef","500331_blockNr_1_taskNr_6_trialNr_4_english_recording","f","i","corrected"
"730","863.04","1413.47","english","puff","500331_blockNr_1_taskNr_6_trialNr_8_english_recording","p","schwa","corrected"
"731","663.78","1066.31","spanish","pof","500331_blockNr_1_taskNr_7_trialNr_20_spanish_recording","p","o","corrected"
"732","892.89","1759.80","spanish","faf","500331_blockNr_1_taskNr_7_trialNr_22_spanish_recording","f","a","corrected"
"733","325.79","2681.87","english","feef","500348_blockNr_1_taskNr_6_trialNr_22_english_recording","f","i","corrected"
"734","520.91","2296.85","spanish","fif","500348_blockNr_1_taskNr_7_trialNr_13_spanish_recording","f","i","corrected"
"735","1011.08","1825.06","spanish","faf","500348_blockNr_1_taskNr_7_trialNr_20_spanish_recording","f","a","corrected"
"736","683.98","1163.59","english","poff","500357_blockNr_1_taskNr_6_trialNr_21_english_recording","p","o","corrected"
"737","478.79","2002.26","french","fuf","500399_blockNr_1_taskNr_3_trialNr_15_french_recording","f","u","corrected"
"738","664.35","1797.13","french","faf","500399_blockNr_1_taskNr_3_trialNr_17_french_recording","f","schwa","corrected"
"739","481.17","2118.34","french","puf","500399_blockNr_1_taskNr_3_trialNr_18_french_recording","p","u","corrected"
"740","649.90","1498.68","french","fof","500399_blockNr_1_taskNr_3_trialNr_19_french_recording","f","o","corrected"
"741","359.17","3050.00","German","fif","500399_blockNr_1_taskNr_4_trialNr_18_German_recording","f","i","corrected"
"742","824.48","1183.26","english","foff","500399_blockNr_1_taskNr_7_trialNr_12_english_recording","f","o","corrected"
"743","409.01","1360.00","english","foof","500399_blockNr_1_taskNr_7_trialNr_7_english_recording","f","u","corrected"
"744","575.70","1757.15","french","faf","500401_blockNr_1_taskNr_3_trialNr_20_french_recording","f","schwa","corrected"
"745","848.46","1294.57","spanish","paf","500401_blockNr_1_taskNr_6_trialNr_2_spanish_recording","p","a","corrected"
"746","683.19","1104.15","spanish","faf","500401_blockNr_1_taskNr_6_trialNr_3_spanish_recording","f","a","corrected"
"747","362.87","1373.84","english","foof","500401_blockNr_1_taskNr_7_trialNr_6_english_recording","f","u","corrected"
"748","381.62","2032.25","french","fuf","500402_blockNr_1_taskNr_4_trialNr_24_french_recording","f","u","corrected"
"749","894.69","1226.40","spanish","pof","500402_blockNr_1_taskNr_7_trialNr_19_spanish_recording","p","o","corrected"
"750","692.99","1252.62","German","paf","500403_blockNr_1_taskNr_3_trialNr_23_German_recording","p","schwa","corrected"
"751","467.22","2098.95","french","puf","500403_blockNr_1_taskNr_4_trialNr_15_french_recording","p","u","corrected"
"752","549.01","1449.86","french","fof","500403_blockNr_1_taskNr_4_trialNr_6_french_recording","f","o","corrected"
"753","323.45","2168.18","french","fif","500422_blockNr_1_taskNr_3_trialNr_22_french_recording","f","i","corrected"
"754","396.52","2301.12","spanish","fif","500422_blockNr_1_taskNr_6_trialNr_16_spanish_recording","f","i","corrected"
"755","992.10","2414.55","spanish","puf","500422_blockNr_1_taskNr_6_trialNr_17_spanish_recording","p","u","corrected"
"756","662.87","1659.82","spanish","pof","500422_blockNr_1_taskNr_6_trialNr_8_spanish_recording","p","o","corrected"
"757","574.37","2024.01","spanish","paf","500458_blockNr_1_taskNr_6_trialNr_15_spanish_recording","p","a","corrected"
"758","565.93","2342.91","spanish","faf","500458_blockNr_1_taskNr_6_trialNr_16_spanish_recording","f","a","corrected"
"759","491.07","1296.63","spanish","pof","500458_blockNr_1_taskNr_6_trialNr_1_spanish_recording","p","o","corrected"
"760","795.31","1158.56","english","foff","500458_blockNr_1_taskNr_7_trialNr_15_english_recording","f","o","corrected"
