"","file_word"
"1","stim/492813_blockNr_1_taskNr_6_trialNr_1_english_recording.wav"
"2","stim/492813_blockNr_1_taskNr_6_trialNr_10_english_recording.wav"
"3","stim/492813_blockNr_1_taskNr_6_trialNr_11_english_recording.wav"
"4","stim/492813_blockNr_1_taskNr_6_trialNr_15_english_recording.wav"
"5","stim/492813_blockNr_1_taskNr_6_trialNr_21_english_recording.wav"
"6","stim/492813_blockNr_1_taskNr_6_trialNr_24_english_recording.wav"
"7","stim/492813_blockNr_1_taskNr_6_trialNr_3_english_recording.wav"
"8","stim/492813_blockNr_1_taskNr_6_trialNr_6_english_recording.wav"
"9","stim/492813_blockNr_1_taskNr_6_trialNr_8_english_recording.wav"
"10","stim/492814_blockNr_1_taskNr_7_trialNr_1_spanish_recording.wav"
"11","stim/492814_blockNr_1_taskNr_7_trialNr_10_spanish_recording.wav"
"12","stim/492814_blockNr_1_taskNr_7_trialNr_11_spanish_recording.wav"
"13","stim/492814_blockNr_1_taskNr_7_trialNr_15_spanish_recording.wav"
"14","stim/492814_blockNr_1_taskNr_7_trialNr_18_spanish_recording.wav"
"15","stim/492814_blockNr_1_taskNr_7_trialNr_19_spanish_recording.wav"
"16","stim/492814_blockNr_1_taskNr_7_trialNr_20_spanish_recording.wav"
"17","stim/492814_blockNr_1_taskNr_7_trialNr_22_spanish_recording.wav"
"18","stim/492814_blockNr_1_taskNr_7_trialNr_7_spanish_recording.wav"
"19","stim/492817_blockNr_1_taskNr_7_trialNr_11_english_recording.wav"
"20","stim/492817_blockNr_1_taskNr_7_trialNr_13_english_recording.wav"
"21","stim/492817_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"22","stim/492817_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"23","stim/492817_blockNr_1_taskNr_7_trialNr_2_english_recording.wav"
"24","stim/492817_blockNr_1_taskNr_7_trialNr_20_english_recording.wav"
"25","stim/492817_blockNr_1_taskNr_7_trialNr_24_english_recording.wav"
"26","stim/492817_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"27","stim/492817_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"28","stim/492818_blockNr_1_taskNr_6_trialNr_10_english_recording.wav"
"29","stim/492818_blockNr_1_taskNr_6_trialNr_12_english_recording.wav"
"30","stim/492818_blockNr_1_taskNr_6_trialNr_18_english_recording.wav"
"31","stim/492818_blockNr_1_taskNr_6_trialNr_19_english_recording.wav"
"32","stim/492818_blockNr_1_taskNr_6_trialNr_20_english_recording.wav"
"33","stim/492818_blockNr_1_taskNr_6_trialNr_21_english_recording.wav"
"34","stim/492818_blockNr_1_taskNr_6_trialNr_23_english_recording.wav"
"35","stim/492818_blockNr_1_taskNr_6_trialNr_3_english_recording.wav"
"36","stim/492818_blockNr_1_taskNr_6_trialNr_6_english_recording.wav"
"37","stim/492821_blockNr_1_taskNr_7_trialNr_13_english_recording.wav"
"38","stim/492821_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"39","stim/492821_blockNr_1_taskNr_7_trialNr_18_english_recording.wav"
"40","stim/492821_blockNr_1_taskNr_7_trialNr_2_english_recording.wav"
"41","stim/492821_blockNr_1_taskNr_7_trialNr_23_english_recording.wav"
"42","stim/492821_blockNr_1_taskNr_7_trialNr_24_english_recording.wav"
"43","stim/492821_blockNr_1_taskNr_7_trialNr_3_english_recording.wav"
"44","stim/492821_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"45","stim/492821_blockNr_1_taskNr_7_trialNr_9_english_recording.wav"
"46","stim/492825_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"47","stim/492825_blockNr_1_taskNr_7_trialNr_17_english_recording.wav"
"48","stim/492825_blockNr_1_taskNr_7_trialNr_19_english_recording.wav"
"49","stim/492825_blockNr_1_taskNr_7_trialNr_21_english_recording.wav"
"50","stim/492825_blockNr_1_taskNr_7_trialNr_24_english_recording.wav"
"51","stim/492825_blockNr_1_taskNr_7_trialNr_5_english_recording.wav"
"52","stim/492825_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"53","stim/492825_blockNr_1_taskNr_7_trialNr_8_english_recording.wav"
"54","stim/492825_blockNr_1_taskNr_7_trialNr_9_english_recording.wav"
"55","stim/492828_blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav"
"56","stim/492828_blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav"
"57","stim/492828_blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav"
"58","stim/492828_blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav"
"59","stim/492828_blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav"
"60","stim/492828_blockNr_1_taskNr_6_trialNr_22_spanish_recording.wav"
"61","stim/492828_blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav"
"62","stim/492828_blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav"
"63","stim/492828_blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav"
"64","stim/492835_blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav"
"65","stim/492835_blockNr_1_taskNr_6_trialNr_11_spanish_recording.wav"
"66","stim/492835_blockNr_1_taskNr_6_trialNr_13_spanish_recording.wav"
"67","stim/492835_blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav"
"68","stim/492835_blockNr_1_taskNr_6_trialNr_17_spanish_recording.wav"
"69","stim/492835_blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav"
"70","stim/492835_blockNr_1_taskNr_6_trialNr_24_spanish_recording.wav"
"71","stim/492835_blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav"
"72","stim/492835_blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav"
"73","stim/492845_blockNr_1_taskNr_7_trialNr_10_english_recording.wav"
"74","stim/492845_blockNr_1_taskNr_7_trialNr_11_english_recording.wav"
"75","stim/492845_blockNr_1_taskNr_7_trialNr_14_english_recording.wav"
"76","stim/492845_blockNr_1_taskNr_7_trialNr_18_english_recording.wav"
"77","stim/492845_blockNr_1_taskNr_7_trialNr_2_english_recording.wav"
"78","stim/492845_blockNr_1_taskNr_7_trialNr_21_english_recording.wav"
"79","stim/492845_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"80","stim/492845_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"81","stim/492845_blockNr_1_taskNr_7_trialNr_9_english_recording.wav"
"82","stim/492856_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"83","stim/492856_blockNr_1_taskNr_7_trialNr_10_english_recording.wav"
"84","stim/492856_blockNr_1_taskNr_7_trialNr_12_english_recording.wav"
"85","stim/492856_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"86","stim/492856_blockNr_1_taskNr_7_trialNr_2_english_recording.wav"
"87","stim/492856_blockNr_1_taskNr_7_trialNr_20_english_recording.wav"
"88","stim/492856_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"89","stim/492856_blockNr_1_taskNr_7_trialNr_6_english_recording.wav"
"90","stim/492856_blockNr_1_taskNr_7_trialNr_8_english_recording.wav"
"91","stim/492864_blockNr_1_taskNr_6_trialNr_11_english_recording.wav"
"92","stim/492864_blockNr_1_taskNr_6_trialNr_13_english_recording.wav"
"93","stim/492864_blockNr_1_taskNr_6_trialNr_17_english_recording.wav"
"94","stim/492864_blockNr_1_taskNr_6_trialNr_19_english_recording.wav"
"95","stim/492864_blockNr_1_taskNr_6_trialNr_3_english_recording.wav"
"96","stim/492864_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"97","stim/492864_blockNr_1_taskNr_6_trialNr_6_english_recording.wav"
"98","stim/492864_blockNr_1_taskNr_6_trialNr_8_english_recording.wav"
"99","stim/492864_blockNr_1_taskNr_6_trialNr_9_english_recording.wav"
"100","stim/492872_blockNr_1_taskNr_7_trialNr_14_spanish_recording.wav"
"101","stim/492872_blockNr_1_taskNr_7_trialNr_16_spanish_recording.wav"
"102","stim/492872_blockNr_1_taskNr_7_trialNr_19_spanish_recording.wav"
"103","stim/492872_blockNr_1_taskNr_7_trialNr_20_spanish_recording.wav"
"104","stim/492872_blockNr_1_taskNr_7_trialNr_23_spanish_recording.wav"
"105","stim/492872_blockNr_1_taskNr_7_trialNr_3_spanish_recording.wav"
"106","stim/492872_blockNr_1_taskNr_7_trialNr_6_spanish_recording.wav"
"107","stim/492872_blockNr_1_taskNr_7_trialNr_7_spanish_recording.wav"
"108","stim/492872_blockNr_1_taskNr_7_trialNr_9_spanish_recording.wav"
"109","stim/492880_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"110","stim/492880_blockNr_1_taskNr_7_trialNr_12_english_recording.wav"
"111","stim/492880_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"112","stim/492880_blockNr_1_taskNr_7_trialNr_19_english_recording.wav"
"113","stim/492880_blockNr_1_taskNr_7_trialNr_20_english_recording.wav"
"114","stim/492880_blockNr_1_taskNr_7_trialNr_3_english_recording.wav"
"115","stim/492880_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"116","stim/492880_blockNr_1_taskNr_7_trialNr_5_english_recording.wav"
"117","stim/492880_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"118","stim/492882_blockNr_1_taskNr_6_trialNr_1_english_recording.wav"
"119","stim/492882_blockNr_1_taskNr_6_trialNr_14_english_recording.wav"
"120","stim/492882_blockNr_1_taskNr_6_trialNr_15_english_recording.wav"
"121","stim/492882_blockNr_1_taskNr_6_trialNr_18_english_recording.wav"
"122","stim/492882_blockNr_1_taskNr_6_trialNr_20_english_recording.wav"
"123","stim/492882_blockNr_1_taskNr_6_trialNr_23_english_recording.wav"
"124","stim/492882_blockNr_1_taskNr_6_trialNr_24_english_recording.wav"
"125","stim/492882_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"126","stim/492882_blockNr_1_taskNr_6_trialNr_5_english_recording.wav"
"127","stim/492909_blockNr_1_taskNr_6_trialNr_10_english_recording.wav"
"128","stim/492909_blockNr_1_taskNr_6_trialNr_11_english_recording.wav"
"129","stim/492909_blockNr_1_taskNr_6_trialNr_14_english_recording.wav"
"130","stim/492909_blockNr_1_taskNr_6_trialNr_16_english_recording.wav"
"131","stim/492909_blockNr_1_taskNr_6_trialNr_2_english_recording.wav"
"132","stim/492909_blockNr_1_taskNr_6_trialNr_21_english_recording.wav"
"133","stim/492909_blockNr_1_taskNr_6_trialNr_23_english_recording.wav"
"134","stim/492909_blockNr_1_taskNr_6_trialNr_24_english_recording.wav"
"135","stim/492909_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"136","stim/493072_blockNr_1_taskNr_7_trialNr_10_spanish_recording.wav"
"137","stim/493072_blockNr_1_taskNr_7_trialNr_11_spanish_recording.wav"
"138","stim/493072_blockNr_1_taskNr_7_trialNr_12_spanish_recording.wav"
"139","stim/493072_blockNr_1_taskNr_7_trialNr_17_spanish_recording.wav"
"140","stim/493072_blockNr_1_taskNr_7_trialNr_19_spanish_recording.wav"
"141","stim/493072_blockNr_1_taskNr_7_trialNr_21_spanish_recording.wav"
"142","stim/493072_blockNr_1_taskNr_7_trialNr_4_spanish_recording.wav"
"143","stim/493072_blockNr_1_taskNr_7_trialNr_7_spanish_recording.wav"
"144","stim/493072_blockNr_1_taskNr_7_trialNr_8_spanish_recording.wav"
"145","stim/493151_blockNr_1_taskNr_7_trialNr_12_spanish_recording.wav"
"146","stim/493151_blockNr_1_taskNr_7_trialNr_17_spanish_recording.wav"
"147","stim/493151_blockNr_1_taskNr_7_trialNr_2_spanish_recording.wav"
"148","stim/493151_blockNr_1_taskNr_7_trialNr_20_spanish_recording.wav"
"149","stim/493151_blockNr_1_taskNr_7_trialNr_21_spanish_recording.wav"
"150","stim/493151_blockNr_1_taskNr_7_trialNr_24_spanish_recording.wav"
"151","stim/493151_blockNr_1_taskNr_7_trialNr_4_spanish_recording.wav"
"152","stim/493151_blockNr_1_taskNr_7_trialNr_5_spanish_recording.wav"
"153","stim/493151_blockNr_1_taskNr_7_trialNr_9_spanish_recording.wav"
"154","stim/493215_blockNr_1_taskNr_6_trialNr_12_english_recording.wav"
"155","stim/493215_blockNr_1_taskNr_6_trialNr_13_english_recording.wav"
"156","stim/493215_blockNr_1_taskNr_6_trialNr_14_english_recording.wav"
"157","stim/493215_blockNr_1_taskNr_6_trialNr_2_english_recording.wav"
"158","stim/493215_blockNr_1_taskNr_6_trialNr_20_english_recording.wav"
"159","stim/493215_blockNr_1_taskNr_6_trialNr_21_english_recording.wav"
"160","stim/493215_blockNr_1_taskNr_6_trialNr_22_english_recording.wav"
"161","stim/493215_blockNr_1_taskNr_6_trialNr_24_english_recording.wav"
"162","stim/493215_blockNr_1_taskNr_6_trialNr_5_english_recording.wav"
"163","stim/493232_blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav"
"164","stim/493232_blockNr_1_taskNr_6_trialNr_12_spanish_recording.wav"
"165","stim/493232_blockNr_1_taskNr_6_trialNr_14_spanish_recording.wav"
"166","stim/493232_blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav"
"167","stim/493232_blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav"
"168","stim/493232_blockNr_1_taskNr_6_trialNr_20_spanish_recording.wav"
"169","stim/493232_blockNr_1_taskNr_6_trialNr_3_spanish_recording.wav"
"170","stim/493232_blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav"
"171","stim/493232_blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav"
"172","stim/493272_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"173","stim/493272_blockNr_1_taskNr_7_trialNr_14_english_recording.wav"
"174","stim/493272_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"175","stim/493272_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"176","stim/493272_blockNr_1_taskNr_7_trialNr_19_english_recording.wav"
"177","stim/493272_blockNr_1_taskNr_7_trialNr_22_english_recording.wav"
"178","stim/493272_blockNr_1_taskNr_7_trialNr_23_english_recording.wav"
"179","stim/493272_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"180","stim/493272_blockNr_1_taskNr_7_trialNr_5_english_recording.wav"
"181","stim/493275_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"182","stim/493275_blockNr_1_taskNr_7_trialNr_17_english_recording.wav"
"183","stim/493275_blockNr_1_taskNr_7_trialNr_2_english_recording.wav"
"184","stim/493275_blockNr_1_taskNr_7_trialNr_22_english_recording.wav"
"185","stim/493275_blockNr_1_taskNr_7_trialNr_3_english_recording.wav"
"186","stim/493275_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"187","stim/493275_blockNr_1_taskNr_7_trialNr_6_english_recording.wav"
"188","stim/493275_blockNr_1_taskNr_7_trialNr_8_english_recording.wav"
"189","stim/493275_blockNr_1_taskNr_7_trialNr_9_english_recording.wav"
"190","stim/493278_blockNr_1_taskNr_6_trialNr_12_english_recording.wav"
"191","stim/493278_blockNr_1_taskNr_6_trialNr_15_english_recording.wav"
"192","stim/493278_blockNr_1_taskNr_6_trialNr_17_english_recording.wav"
"193","stim/493278_blockNr_1_taskNr_6_trialNr_19_english_recording.wav"
"194","stim/493278_blockNr_1_taskNr_6_trialNr_2_english_recording.wav"
"195","stim/493278_blockNr_1_taskNr_6_trialNr_20_english_recording.wav"
"196","stim/493278_blockNr_1_taskNr_6_trialNr_22_english_recording.wav"
"197","stim/493278_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"198","stim/493278_blockNr_1_taskNr_6_trialNr_9_english_recording.wav"
"199","stim/493297_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"200","stim/493297_blockNr_1_taskNr_7_trialNr_10_english_recording.wav"
"201","stim/493297_blockNr_1_taskNr_7_trialNr_11_english_recording.wav"
"202","stim/493297_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"203","stim/493297_blockNr_1_taskNr_7_trialNr_20_english_recording.wav"
"204","stim/493297_blockNr_1_taskNr_7_trialNr_24_english_recording.wav"
"205","stim/493297_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"206","stim/493297_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"207","stim/493297_blockNr_1_taskNr_7_trialNr_9_english_recording.wav"
"208","stim/493310_blockNr_1_taskNr_6_trialNr_10_english_recording.wav"
"209","stim/493310_blockNr_1_taskNr_6_trialNr_13_english_recording.wav"
"210","stim/493310_blockNr_1_taskNr_6_trialNr_16_english_recording.wav"
"211","stim/493310_blockNr_1_taskNr_6_trialNr_17_english_recording.wav"
"212","stim/493310_blockNr_1_taskNr_6_trialNr_2_english_recording.wav"
"213","stim/493310_blockNr_1_taskNr_6_trialNr_3_english_recording.wav"
"214","stim/493310_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"215","stim/493310_blockNr_1_taskNr_6_trialNr_5_english_recording.wav"
"216","stim/493310_blockNr_1_taskNr_6_trialNr_9_english_recording.wav"
"217","stim/493341_blockNr_1_taskNr_7_trialNr_1_english_recording.wav"
"218","stim/493341_blockNr_1_taskNr_7_trialNr_10_english_recording.wav"
"219","stim/493341_blockNr_1_taskNr_7_trialNr_12_english_recording.wav"
"220","stim/493341_blockNr_1_taskNr_7_trialNr_14_english_recording.wav"
"221","stim/493341_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"222","stim/493341_blockNr_1_taskNr_7_trialNr_18_english_recording.wav"
"223","stim/493341_blockNr_1_taskNr_7_trialNr_22_english_recording.wav"
"224","stim/493341_blockNr_1_taskNr_7_trialNr_6_english_recording.wav"
"225","stim/493341_blockNr_1_taskNr_7_trialNr_7_english_recording.wav"
"226","stim/493414_blockNr_1_taskNr_7_trialNr_13_english_recording.wav"
"227","stim/493414_blockNr_1_taskNr_7_trialNr_15_english_recording.wav"
"228","stim/493414_blockNr_1_taskNr_7_trialNr_16_english_recording.wav"
"229","stim/493414_blockNr_1_taskNr_7_trialNr_19_english_recording.wav"
"230","stim/493414_blockNr_1_taskNr_7_trialNr_22_english_recording.wav"
"231","stim/493414_blockNr_1_taskNr_7_trialNr_23_english_recording.wav"
"232","stim/493414_blockNr_1_taskNr_7_trialNr_4_english_recording.wav"
"233","stim/493414_blockNr_1_taskNr_7_trialNr_6_english_recording.wav"
"234","stim/493414_blockNr_1_taskNr_7_trialNr_8_english_recording.wav"
"235","stim/493445_blockNr_1_taskNr_6_trialNr_12_english_recording.wav"
"236","stim/493445_blockNr_1_taskNr_6_trialNr_14_english_recording.wav"
"237","stim/493445_blockNr_1_taskNr_6_trialNr_17_english_recording.wav"
"238","stim/493445_blockNr_1_taskNr_6_trialNr_19_english_recording.wav"
"239","stim/493445_blockNr_1_taskNr_6_trialNr_2_english_recording.wav"
"240","stim/493445_blockNr_1_taskNr_6_trialNr_20_english_recording.wav"
"241","stim/493445_blockNr_1_taskNr_6_trialNr_3_english_recording.wav"
"242","stim/493445_blockNr_1_taskNr_6_trialNr_4_english_recording.wav"
"243","stim/493445_blockNr_1_taskNr_6_trialNr_8_english_recording.wav"
"244","stim/493447_blockNr_1_taskNr_6_trialNr_1_spanish_recording.wav"
"245","stim/493447_blockNr_1_taskNr_6_trialNr_10_spanish_recording.wav"
"246","stim/493447_blockNr_1_taskNr_6_trialNr_15_spanish_recording.wav"
"247","stim/493447_blockNr_1_taskNr_6_trialNr_18_spanish_recording.wav"
"248","stim/493447_blockNr_1_taskNr_6_trialNr_2_spanish_recording.wav"
"249","stim/493447_blockNr_1_taskNr_6_trialNr_21_spanish_recording.wav"
"250","stim/493447_blockNr_1_taskNr_6_trialNr_5_spanish_recording.wav"
"251","stim/493447_blockNr_1_taskNr_6_trialNr_7_spanish_recording.wav"
"252","stim/493447_blockNr_1_taskNr_6_trialNr_8_spanish_recording.wav"
"253","stim/493453_blockNr_1_taskNr_6_trialNr_1_english_recording.wav"
"254","stim/493453_blockNr_1_taskNr_6_trialNr_10_english_recording.wav"
"255","stim/493453_blockNr_1_taskNr_6_trialNr_13_english_recording.wav"
"256","stim/493453_blockNr_1_taskNr_6_trialNr_14_english_recording.wav"
"257","stim/493453_blockNr_1_taskNr_6_trialNr_18_english_recording.wav"
"258","stim/493453_blockNr_1_taskNr_6_trialNr_22_english_recording.wav"
